Region,Province,TypeOfWork,FundingYear,ApprovedBudgetForContract,ContractCost,ActualCompletionDate,StartDate,Contractor,ContractId,ProjectId,,,,,,,,,,,,,
Region IV-B,Occidental Mindoro,Construction of Flood Mitigation Structure,2022,39200000,30889322.14,6/7/2023,4/11/2022,ALPHA & OMEGA GEN. CONTRACTOR & DEVELOPMENT CORP.,22EB0037,P00621110LZ,,,,,,,,,,,,,
Region IV-B,Occidental Mindoro,Construction of Flood Mitigation Structure,2023,45080000,45077987.54,9/20/2023,3/20/2023,KEJAMARENIK CONSTRUCTION & CONSTRUCTION SUPPLIES / R.M.A.J. CONSTRUCTION,23EB0029,P00727378LZ,,,,,,,,,,,,,
Region IV-B,Occidental Mindoro,Construction of Slope Protection Structure,2022,49500000,46063691.36,2/28/2023,4/11/2022,HI-TONE CONSTRUCTION & DEVELOPMENT CORP. (FORMERLY,22EB0100,P00640563LZ,,,,,,,,,,,,,
Region IV-B,Occidental Mindoro,Construction of Flood Mitigation Structure,2022,49000000,46100036.07,3/15/2023,5/30/2022,HI-TONE CONSTRUCTION & DEVELOPMENT CORP. (FORMERLY,22EB0096,P00621623LZ,,,,,,,,,,,,,
Region IV-B,Occidental Mindoro,Construction of Flood Mitigation Structure,2022,46060000,45141156.75,3/15/2023,7/11/2022,HI-TONE CONSTRUCTION & DEVELOPMENT CORP. (FORMERLY,22EB0097,P00621624LZ,,,,,,,,,,,,,
Region IV-B,Occidental Mindoro,Construction of Revetment,2023,207474999.8,207472845.6,12/20/2023,4/13/2023,GREAT PACIFIC BUILDERS AND GEN. CONTRACTOR INC.,2.30E+28,P00740435LZ,,,,,,,,,,,,,
Region IV-B,Occidental Mindoro,Construction of Flood Mitigation Structure,2023,96500000,96492142.55,4/23/2024,5/2/2023,F.A. TORRES CONSTRUCTION / C.T. LEONCIO CONSTRUCTION & TRADING,23EB0020,P00725871LZ,,,,,,,,,,,,,
Region IV-B,Occidental Mindoro,Construction of Flood Mitigation Structure,2023,29400000,28695558.08,12/15/2023,5/30/2023,WAY MAKER GENERAL CONTRACTOR OPC,23EB0079,P00740654LZ,,,,,,,,,,,,,
Region IV-B,Occidental Mindoro,Construction of Flood Mitigation Structure,2024,289500000,289495739.8,12/7/2024,3/2/2024,AMETHYST HORIZON BUILDERS AND GEN. CONTRACTOR AND DEVELOPMENT CORP.,2.40E+36,P00823573LZ,,,,,,,,,,,,,
Region IV-B,Occidental Mindoro,Construction of Flood Mitigation Structure,2024,289500000,289494221.9,11/25/2024,3/2/2024,D.T. RECIO INCORPORATED,2.40E+118,P00823575LZ,,,,,,,,,,,,,
Region IV-B,Occidental Mindoro,Construction of Flood Mitigation Structure,2024,241250000,241246348.7,12/7/2024,3/2/2024,ALPHA & OMEGA GEN. CONTRACTOR & DEVELOPMENT CORP.,2.40E+55,P00823576LZ,,,,,,,,,,,,,
Region IV-B,Occidental Mindoro,Construction of Flood Mitigation Structure,2024,241250000,241244808.2,11/25/2024,3/2/2024,D.T. RECIO INCORPORATED,2.40E+33,P00823578LZ,,,,,,,,,,,,,
Region IV-B,Occidental Mindoro,Construction of Flood Mitigation Structure,2024,96500000,96494249.47,6/15/2024,3/6/2024,ST. GERRARD CONSTRUCTION GEN. CONTRACTOR & DEVELOPMENT CORP. (FORMERLY:ST. GERRARD CONSTRUCTION),24EB0101,P00820408LZ,,,,,,,,,,,,,
Region IV-B,Occidental Mindoro,Construction of Flood Mitigation Structure,2024,9800000,9760904.14,7/10/2024,3/25/2024,KEJAMARENIK CONSTRUCTION & CONSTRUCTION SUPPLIES,24EB0072,P00824743LZ,,,,,,,,,,,,,
Region IV-B,Occidental Mindoro,Construction of Flood Mitigation Structure,2024,96500000,96496449.5,9/15/2024,4/5/2024,JIIK CONSTRUCTION SERVICES,24EB0100,P00820400LZ,,,,,,,,,,,,,
Region IV-B,Occidental Mindoro,Construction of Flood Mitigation Structure,2023,4900000,4899368.2,4/25/2023,2/10/2023,KEJAMARENIK CONSTRUCTION & CONSTRUCTION SUPPLIES,23EB0045,P00737549LZ,,,,,,,,,,,,,
Region IV-B,Occidental Mindoro,Construction of Flood Mitigation Structure,2023,9800000,9798295.61,6/26/2023,2/10/2023,ANORE CONSTRUCTION,23EB0044,P00737550LZ,,,,,,,,,,,,,
Region IV-B,Occidental Mindoro,Construction of Flood Mitigation Structure,2023,4900000,4899326.3,8/5/2023,3/24/2023,KEJAMARENIK CONSTRUCTION & CONSTRUCTION SUPPLIES,23EB0070,P00742454LZ,,,,,,,,,,,,,
Region IV-B,Occidental Mindoro,Construction of Flood Mitigation Structure,2024,19600000,19598756.65,7/19/2024,2/6/2024,KEJAMARENIK CONSTRUCTION & CONSTRUCTION SUPPLIES,24EB0036,P00820967LZ,,,,,,,,,,,,,
Region IV-B,Occidental Mindoro,Construction of Flood Mitigation Structure,2024,49000000,48995667.09,7/24/2024,2/6/2024,AMETHYST HORIZON BUILDERS AND GEN. CONTRACTOR AND DEVELOPMENT CORP.,24EB0038,P00820969LZ,,,,,,,,,,,,,
Region IV-B,Occidental Mindoro,Construction of Flood Mitigation Structure,2024,14700000,14699104.72,6/25/2024,2/14/2024,D. DOLOR CONSTRUCTION,24EB0073,P00824744LZ,,,,,,,,,,,,,
Region IV-B,Occidental Mindoro,Construction of Flood Mitigation Structure,2024,49000000,48997765.82,5/15/2024,2/6/2024,F.A. TORRES CONSTRUCTION / MIGHTY DRAGON BUILDERS INC.,24EB0037,P00820968LZ,,,,,,,,,,,,,
Region IV-B,Occidental Mindoro,Construction of Flood Mitigation Structure,2024,39200000,39192528.61,8/15/2024,3/6/2024,F.A. TORRES CONSTRUCTION / BLACER CONSTRUCTION CORP.,24EB0069,P00824740LZ,,,,,,,,,,,,,
Region IV-B,Palawan,Construction of Flood Mitigation Structure,2021,120624012.4,120624562.1,12/31/2022,2/18/2021,PTK GROUP INC. / ST. TIMOTHY CONSTRUCTION CORPORATION,2.10E+17,P00525653LZ,,,,,,,,,,,,,
Region IV-B,Palawan,Construction of Flood Mitigation Structure,2021,30354520,30353588.62,8/1/2022,4/13/2021,SYNDTITE CONSTRUCTION CORPORATION (FORMERLY: R.C. TAGALA CONSTRUCTION),21EF0094,P00526167LZ,,,,,,,,,,,,,
Region IV-B,Palawan,Construction of Flood Mitigation Structure,2021,9899984.53,7778048.48,6/25/2023,1/24/2022,LOUIESE TRADING AND CONSTRUCTION,21EE0101,P00561401LZ,,,,,,,,,,,,,
Region IV-B,Palawan,Construction of Drainage Structure,2022,4950000,4851100.32,7/5/2022,2/10/2022,F.F. GALANG CONSTRUCTION,22EG0020,P00632935LZ,,,,,,,,,,,,,
Region IV-B,Palawan,Construction of Drainage Structure,2022,4950000,4359361.95,12/9/2022,4/7/2022,F.F. GALANG CONSTRUCTION,22EG0040,P00637809LZ,,,,,,,,,,,,,
Region IV-B,Palawan,Construction of Drainage Structure,2022,4950000,4205703.56,11/4/2022,4/7/2022,N. SALES CONSTRUCTION,22EG0042,P00637810LZ,,,,,,,,,,,,,
Region IV-B,Palawan,Construction of Flood Mitigation Structure,2022,96499990.14,96496299.03,12/20/2023,7/6/2022,HARDROCKPLATINUM DEVELOPMENT CORPORATION / C.T. LEONCIO CONSTRUCTION & TRADING,2.20E+133,P00620265LZ,,,,,,,,,,,,,
Region IV-B,Palawan,Construction of Drainage Structure,2023,4900000,4899590,5/5/2023,2/15/2023,PALBIC CONSTRUCTION AND SUPPLY,23EG0016,P00737551LZ,,,,,,,,,,,,,
Region IV-B,Palawan,Construction of Drainage Structure,2023,4900000,4900000,9/27/2023,2/15/2023,SMMILEY BUILDERS AND TRADING,23EG0014,P00737552LZ,,,,,,,,,,,,,
Region IV-B,Palawan,Construction of Flood Mitigation Structure,2024,18335000,18334889.53,7/17/2024,2/15/2024,PANAAD CONSTRUCTION,24EG0029,P00824751LZ,,,,,,,,,,,,,
Region IV-B,Palawan,Construction of Flood Mitigation Structure,2024,17370000,17369970.05,7/12/2024,2/15/2024,HARDROCKPLATINUM DEVELOPMENT CORPORATION,24EG0047,P00824753LZ,,,,,,,,,,,,,
Region IV-B,Palawan,Construction of Flood Mitigation Structure,2024,17370000,17369990.32,7/12/2024,2/15/2024,MGB CONSTRUCTION & TRADING,24EG0053,P00824754LZ,,,,,,,,,,,,,
Region IV-B,Palawan,Construction of Flood Mitigation Structure,2024,17370000,17369997.4,9/17/2024,2/15/2024,MAINTIN CONSTRUCTION & SUPPLY,24EG0055,P00824756LZ,,,,,,,,,,,,,
Region IV-B,Palawan,Construction of Flood Mitigation Structure,2024,17963475,17961569.07,5/23/2024,2/15/2024,AZARRAGA CONSTRUCTION,24EG0058,P00824759LZ,,,,,,,,,,,,,
Region IV-B,Palawan,Construction of Flood Mitigation Structure,2024,17370000,17370000,9/13/2024,2/15/2024,TAGUSAO CONSTRUCTION & TRADING INC. (FORMERLY: TAGUSAO CONSTRUCTION & TRADING),24EG0059,P00824760LZ,,,,,,,,,,,,,
Region IV-B,Palawan,Construction of Flood Mitigation Structure,2024,18335000,16802607.63,7/24/2024,2/23/2024,F.F. GALANG CONSTRUCTION,24EG0017,P00824750LZ,,,,,,,,,,,,,
Region IV-B,Palawan,Construction of Flood Mitigation Structure,2024,18335000,17029313.08,6/24/2024,2/23/2024,G. BANZ BUILDERS CORP.,24EG0036,P00824752LZ,,,,,,,,,,,,,
Region IV-B,Palawan,Construction of Flood Mitigation Structure,2024,17370000,16120415.26,6/25/2024,2/23/2024,LOUIESE TRADING AND CONSTRUCTION,24EG0056,P00824757LZ,,,,,,,,,,,,,
Region IV-B,Palawan,Construction of Flood Mitigation Structure,2024,17370000,17369992.99,7/19/2024,2/23/2024,AZARRAGA CONSTRUCTION,24EG0057,P00824758LZ,,,,,,,,,,,,,
Region IV-B,Palawan,Construction of Flood Mitigation Structure,2024,17370000,17369942.66,7/22/2024,3/8/2024,MACASAET BUILDERS AND TRADING,24EG0054,P00824755LZ,,,,,,,,,,,,,
Region IV-B,Palawan,Construction of Flood Mitigation Structure,2024,154400000,154395357.9,9/5/2024,3/9/2024,OCTAGON CONCRETE SOLUTIONS INC. / MAC BUILDERS CORP. (FORMERLY: MAC BUILDERS DEVELOPMENT CORPORATION),2.40E+128,P00823565LZ,,,,,,,,,,,,,
Region IV-B,Palawan,Construction of Flood Mitigation Structure,2024,194930000,194927222.8,12/5/2024,3/9/2024,YURICH BUILDERS AND CONSTRUCTION SUPPLY INC.,2.40E+181,P00844553LZ,,,,,,,,,,,,,
Region IV-B,Palawan,Construction of Flood Mitigation Structure,2025,14700000,14669999.48,5/19/2025,2/5/2025,KRATOS STRUCPRIME CONSTRUCTION AND SUPPLY CORP,25EG0013,P00921211LZ,,,,,,,,,,,,,
Region IV-B,Palawan,Construction of Flood Mitigation Structure,2022,4949962.82,4949962.82,7/29/2022,2/17/2022,A.P. CONSEBIDO CONSTRUCTION AND TRADING,22EE0036,P00632934LZ,,,,,,,,,,,,,
Region IV-B,Palawan,Construction of Drainage Structure,2023,4949974.91,4514354.14,6/29/2023,3/30/2023,AFG CONSTRUCTION CORPORATION,23EE0063,P00742461LZ,,,,,,,,,,,,,
Region IV-B,Palawan,Construction of Flood Mitigation Structure,2023,9064943.69,9014282.42,9/12/2023,4/18/2023,PANAAD CONSTRUCTION,23EE0029,P00726266LZ,,,,,,,,,,,,,
Region IV-B,Palawan,Construction of Flood Mitigation Structure,2022,9800000,5210917.61,2/2/2025,2/21/2022,R NARRAZID TRADING AND CONSTRUCTION,22EF0047,P00620668LZ,,,,,,,,,,,,,
Region IV-B,Palawan,Construction of Flood Mitigation Structure,2022,9800000,5504750.7,12/31/2023,5/25/2022,R NARRAZID TRADING AND CONSTRUCTION,22EF0024,P00620658LZ,,,,,,,,,,,,,
Region IV-B,Palawan,Construction of Flood Mitigation Structure,2022,29400000,17279673.78,5/23/2023,5/25/2022,L&M RODRIGUEZ CONSTRUCTION AND TRADING INC. (FORMERLY: M.M. RODRIGUEZ TRADING AND CONSTRUCTION),22EF0025,P00620666LZ,,,,,,,,,,,,,
Region IV-B,Palawan,Construction of Flood Mitigation Structure,2022,19600000,11892174.24,4/10/2023,5/25/2022,M.C. ESCALA CONSTRUCTION AND SUPPLY,22EF0037,P00621115LZ,,,,,,,,,,,,,
Region IV-B,Palawan,Construction of Flood Mitigation Structure,2023,24500000,24499242.58,12/15/2023,3/23/2023,RDF TRADING AND CONSTRUCTION,23EF0059,P00726769LZ,,,,,,,,,,,,,
Region IV-B,Palawan,Construction of Flood Mitigation Structure,2022,29400000,29399879.54,10/10/2022,2/21/2022,SYNDTITE CONSTRUCTION CORPORATION (FORMERLY: R.C. TAGALA CONSTRUCTION),22EF0008,P00631315LZ,,,,,,,,,,,,,
Region IV-B,Palawan,Construction of Flood Mitigation Structure,2022,29400000,21749296.29,12/20/2022,3/25/2022,ALMRIN BUILDERS CORPORATION,22EF0083,P00620667LZ,,,,,,,,,,,,,
Region IV-B,Palawan,Construction of Flood Mitigation Structure,2022,47040000,39324618.9,8/31/2023,5/25/2022,C.T. LEONCIO CONSTRUCTION & TRADING,22EF0036,P00620661LZ,,,,,,,,,,,,,
Region IV-B,Palawan,Construction of Flood Mitigation Structure,2022,29400000,28986147.77,5/31/2023,7/3/2022,R NARRAZID TRADING AND CONSTRUCTION / RDF TRADING AND CONSTRUCTION,22EF0009,P00620659LZ,,,,,,,,,,,,,
Region IV-B,Palawan,Construction of Flood Mitigation Structure,2023,50662500,50662496.45,12/22/2023,2/20/2023,ORANI CONSTRUCTION AND SUPPLY CORPORATION (FORMERLY:ORANI BUILDERS & SUPPLY),23EF0005,P00725876LZ,,,,,,,,,,,,,
Region IV-B,Palawan,Construction of Flood Mitigation Structure,2023,50421250,50418886.99,9/1/2024,2/20/2023,C.T. LEONCIO CONSTRUCTION & TRADING,23EF0048,P00725877LZ,,,,,,,,,,,,,
Region IV-B,Palawan,Construction of Revetment,2023,96499995.64,96497566.17,1/16/2024,3/11/2023,HARDROCKPLATINUM DEVELOPMENT CORPORATION / C.T. LEONCIO CONSTRUCTION & TRADING,2.30E+72,P00725861LZ,,,,,,,,,,,,,
Region IV-B,Palawan,Construction of Flood Mitigation Structure,2023,19600000,19550848.57,8/31/2023,3/29/2023,MEGA TAM SUMMIT INCORPORATED,23EF0075,P00742462LZ,,,,,,,,,,,,,
Region IV-B,Palawan,Construction of Flood Mitigation Structure,2023,192999999.5,192997354.3,5/20/2024,4/13/2023,ST. MATTHEW GEN. CONTRACTOR & DEVELOPMENT CORP. / RDF TRADING AND CONSTRUCTION,2.30E+186,P00740416LZ,,,,,,,,,,,,,
Region IV-B,Palawan,Construction of Flood Mitigation Structure,2023,24500000,21653583.72,2/10/2024,6/16/2023,SAMURAI CONSTRUCTION,23EF0060,P00726271LZ,,,,,,,,,,,,,
Region IV-B,Palawan,Construction of Flood Mitigation Structure,2024,53075000,53004257.5,9/16/2024,2/14/2024,ORANI CONSTRUCTION AND SUPPLY CORPORATION (FORMERLY:ORANI BUILDERS & SUPPLY),24EF0001,P00820391LZ,,,,,,,,,,,,,
Region IV-B,Palawan,Construction of Flood Mitigation Structure,2024,53075000,53063470.45,11/15/2024,2/14/2024,C.T. LEONCIO CONSTRUCTION & TRADING,24EF0002,P00820404LZ,,,,,,,,,,,,,
Region IV-B,Palawan,Construction of Flood Mitigation Structure,2022,39200000,39199918.59,7/6/2023,3/21/2022,IVY MICHELLE CONSTRUCTION AND TRADING INC. (FORMERLY:IVY MICHELLE TRADING & CONTRUCTION) / C.T. LEONCIO CONSTRUCTION & TRADING,22EF0068,P00620665LZ,,,,,,,,,,,,,
Region IV-B,Palawan,Construction of Flood Mitigation Structure,2022,19600000,11674127.13,7/31/2023,5/25/2022,M.C. ESCALA CONSTRUCTION AND SUPPLY,22EF0035,P00620656LZ,,,,,,,,,,,,,
Region IV-B,Palawan,Construction of Flood Mitigation Structure,2022,29400000,20226888.84,11/7/2023,5/25/2022,M.C. ESCALA CONSTRUCTION AND SUPPLY,22EF0038,P00620657LZ,,,,,,,,,,,,,
Region IV-B,Palawan,Construction of Flood Mitigation Structure,2022,39400000,39199997,1/23/2023,5/25/2022,L. B. LEONCIO TRADING AND CONSTRUCTION CORPORATION (FORMERLY: L.B. LEONCIO TRADING & CONSTRUCTION),22EF0026,P00620664LZ,,,,,,,,,,,,,
Region IV-B,Palawan,Construction of Flood Mitigation Structure,2023,44100000,44097967.76,10/15/2023,2/15/2023,PTK GROUP INC.,23EF0017,P00726270LZ,,,,,,,,,,,,,
Region IV-B,Palawan,Construction of Flood Mitigation Structure,2023,50662500,50657737.68,8/25/2023,2/20/2023,L. B. LEONCIO TRADING AND CONSTRUCTION CORPORATION (FORMERLY: L.B. LEONCIO TRADING & CONSTRUCTION),23EF0006,P00725878LZ,,,,,,,,,,,,,
Region IV-B,Palawan,Construction of Revetment,2023,96500006.28,96497913.06,1/21/2024,3/11/2023,HARDROCKPLATINUM DEVELOPMENT CORPORATION / C.T. LEONCIO CONSTRUCTION & TRADING,2.30E+73,P00725862LZ,,,,,,,,,,,,,
Region IV-B,Palawan,Construction of Revetment,2023,46078749.88,45816740.98,9/30/2023,4/13/2023,"MARCBILT CONSTRUCTION, INC.",2.30E+74,P00725864LZ,,,,,,,,,,,,,
Region IV-B,Palawan,Construction of Dike,2023,192999985.9,192991970,3/5/2024,4/13/2023,"MARCBILT CONSTRUCTION, INC.",2.30E+80,P00736051LZ,,,,,,,,,,,,,
Region IV-B,Palawan,Construction of Flood Mitigation Structure,2024,53075000,53068367.03,10/15/2024,2/14/2024,SYNDTITE CONSTRUCTION CORPORATION (FORMERLY: R.C. TAGALA CONSTRUCTION),24EF0003,P00820416LZ,,,,,,,,,,,,,
Region IV-B,Palawan,Construction of Flood Mitigation Structure,2024,17966340,17963797.88,9/30/2024,2/14/2024,ALMRIN BUILDERS CORPORATION,24EF0014,P00820984LZ,,,,,,,,,,,,,
Region IV-B,Palawan,Construction of Flood Mitigation Structure,2024,49000000,48995638.54,7/15/2024,2/14/2024,SYNDTITE CONSTRUCTION CORPORATION (FORMERLY: R.C. TAGALA CONSTRUCTION),24EF0013,P00820986LZ,,,,,,,,,,,,,
Region IV-B,Palawan,Construction of Flood Mitigation Structure,2022,9321620,9328616.52,12/2/2022,3/25/2022,ONE HUNDRED PERCENT CONSTRUCTION AND DEVELOPMENT CORPORATION (FORMERLY:BCT TRADING & CONSTRUCTION),22EF0064,P00620662LZ,,,,,,,,,,,,,
Region IV-B,Palawan,Construction of Flood Mitigation Structure,2022,96500000,96496704.82,7/15/2023,5/23/2022,HARDROCKPLATINUM DEVELOPMENT CORPORATION / C.T. LEONCIO CONSTRUCTION & TRADING,22EG0066,P00620901LZ,,,,,,,,,,,,,
Region IV-B,Palawan,Construction of Waterway,2023,120624999.4,120268876,12/10/2023,3/11/2023,HARDROCKPLATINUM DEVELOPMENT CORPORATION / C.T. LEONCIO CONSTRUCTION & TRADING,2.30E+92,P00726601LZ,,,,,,,,,,,,,
Region IV-B,Palawan,Construction of Flood Mitigation Structure,2023,212299999.5,212295699.4,3/7/2024,4/13/2023,YURICH BUILDERS AND CONSTRUCTION SUPPLY INC.,2.30E+188,P00740432LZ,,,,,,,,,,,,,
Region IV-B,Palawan,Construction of Flood Mitigation Structure,2024,17370000,14882574.2,7/18/2024,2/23/2024,PANAAD CONSTRUCTION,24EG0063,P00824764LZ,,,,,,,,,,,,,
Region IV-B,Palawan,Construction of Flood Mitigation Structure,2024,154400000,154398410.8,12/5/2024,3/2/2024,YURICH BUILDERS AND CONSTRUCTION SUPPLY INC.,2.40E+134,P00823564LZ,,,,,,,,,,,,,
Region IV-B,Palawan,Construction of Flood Mitigation Structure,2024,17370000,17369994.74,6/24/2024,3/7/2024,G. BANZ BUILDERS CORP.,24EG0062,P00824763LZ,,,,,,,,,,,,,
Region IV-B,Palawan,Construction of Flood Mitigation Structure,2024,17370000,16240699.93,8/20/2024,3/8/2024,RITCHE-NATHALIE DEVELOPMENT CORPORATION (FORMERLY: RITCHE-NATHALIE BUILDERS AND GEN. MERCHANDISE),24EG0060,P00824761LZ,,,,,,,,,,,,,
Region IV-B,Palawan,Construction of Flood Mitigation Structure,2024,17370000,17369987.88,7/24/2024,3/8/2024,RITCHE-NATHALIE DEVELOPMENT CORPORATION (FORMERLY: RITCHE-NATHALIE BUILDERS AND GEN. MERCHANDISE),24EG0061,P00824762LZ,,,,,,,,,,,,,
Region IV-B,Palawan,Construction of Flood Mitigation Structure,2024,98999999.99,98999956.57,11/5/2024,5/21/2024,YURICH BUILDERS AND CONSTRUCTION SUPPLY INC.,2.40E+182,P00845836LZ,,,,,,,,,,,,,
Region IV-B,Palawan,Construction of Flood Mitigation Structure,2022,29400000,28801312.6,4/15/2023,5/25/2022,L. B. LEONCIO TRADING AND CONSTRUCTION CORPORATION (FORMERLY: L.B. LEONCIO TRADING & CONSTRUCTION),22EF0067,P00620660LZ,,,,,,,,,,,,,
Region IV-B,Palawan,Construction of Revetment,2023,192999998,192997857.4,5/31/2024,3/11/2023,KATHA BUILDERS & SUPPLIES INC. / RDF TRADING AND CONSTRUCTION,2.30E+81,P00736052LZ,,,,,,,,,,,,,
Region IV-B,Palawan,Construction of Revetment,2023,192999999.9,192997113.1,8/20/2024,3/11/2023,ST. MATTHEW GEN. CONTRACTOR & DEVELOPMENT CORP. / RDF TRADING AND CONSTRUCTION,2.30E+82,P00736053LZ,,,,,,,,,,,,,
Region IV-B,Palawan,Construction of Flood Mitigation Structure,2022,9800000,9653000,4/22/2023,5/25/2022,AFG CONSTRUCTION CORPORATION,22EF0069,P00621114LZ,,,,,,,,,,,,,
Region IV-B,Palawan,Construction of Flood Mitigation Structure,2023,24500000,24499994.74,12/7/2023,2/15/2023,L&M RODRIGUEZ CONSTRUCTION AND TRADING INC. (FORMERLY: M.M. RODRIGUEZ TRADING AND CONSTRUCTION),23EF0013,P00726272LZ,,,,,,,,,,,,,
Region IV-B,Palawan,Construction of Drainage Structure,2023,9800000,9652747.12,10/7/2024,2/15/2023,RDF TRADING AND CONSTRUCTION,23EF0024,P00726273LZ,,,,,,,,,,,,,
Region IV-B,Palawan,Construction of Flood Mitigation Structure,2023,9800000,9701996.2,5/28/2023,2/15/2023,F A M E CONSTRUCTION TRADING,23EF0012,P00726770LZ,,,,,,,,,,,,,
Region IV-B,Palawan,Construction of Revetment,2023,192999996.8,192997879.7,4/22/2024,4/29/2023,ST. MATTHEW GEN. CONTRACTOR & DEVELOPMENT CORP. / RDF TRADING AND CONSTRUCTION,2.30E+185,P00740415LZ,,,,,,,,,,,,,
Region IV-B,Palawan,Construction of Flood Mitigation Structure,2023,19600000,19599689.79,12/15/2023,5/3/2023,SAMURAI CONSTRUCTION,23EF0061,P00726268LZ,,,,,,,,,,,,,
Region IV-B,Palawan,Construction of Flood Mitigation Structure,2023,24500000,24499265.29,7/19/2023,2/15/2023,"CUTTING EDGE BUILDERS AND TRADING, INC.",23EF0018,P00726269LZ,,,,,,,,,,,,,
Region IV-B,Palawan,Construction of Flood Mitigation Structure,2023,49000000,48999373.17,5/10/2024,3/10/2023,FAAA CONSTRUCTION AND TRADING / D.K. JOCSON CONSTRUCTION,23EB0025,P00727181LZ,,,,,,,,,,,,,
Region IV-B,Palawan,Construction of Flood Mitigation Structure,2023,9064927.16,9064029.8,10/23/2023,3/15/2023,MAC BUILDERS CIVIL ENGINEERING CONSTRUCTION,23EE0027,P00726264LZ,,,,,,,,,,,,,
Region IV-B,Palawan,Construction of Flood Mitigation Structure,2023,9064955.46,8884656,8/11/2023,4/18/2023,MAC BUILDERS CIVIL ENGINEERING CONSTRUCTION,23EE0030,P00726265LZ,,,,,,,,,,,,,
Region IV-B,Palawan,Construction of Flood Mitigation Structure,2023,9064950.34,8929075.23,12/8/2023,4/18/2023,12-30 CONSTRUCTION AND SUPPLY,23EE0044,P00726267LZ,,,,,,,,,,,,,
Region IV-B,Palawan,Construction of Flood Mitigation Structure,2024,44099949.37,44097774.54,11/19/2024,2/14/2024,AR LUSTRE CONSTRUCTION CORPORATION (FORMERLY:A.R. LUSTRE JR. CONSTRUCTION) / A.R.L. CONSTRUCTION,24EE0074,P00820977LZ,,,,,,,,,,,,,
Region IV-B,Palawan,Construction of Flood Mitigation Structure,2023,20089948.32,20088519.55,10/1/2024,5/31/2023,JRMX CONSTRUCTION & GENERAL MERCHANDISE,23EE0031,P00726768LZ,,,,,,,,,,,,,
Region IV-B,Palawan,Construction of Flood Mitigation Structure,2024,44099998.89,44098571.94,8/21/2024,2/14/2024,ALPHA VECTOR CONSTRUCTION AND SUPPLY / JASMIG CONSTRUCTION CORPORATION (FORMERLY: JASMIG CONSTRUCTION SUPPLY),24EE0053,P00820976LZ,,,,,,,,,,,,,
Region IV-B,Palawan,Construction of Flood Mitigation Structure,2024,44099999.16,44079742.82,7/26/2024,2/14/2024,L. B. LEONCIO TRADING AND CONSTRUCTION CORPORATION (FORMERLY: L.B. LEONCIO TRADING & CONSTRUCTION) / ONE HUNDRED PERCENT CONSTRUCTION AND DEVELOPMENT CORPORATION (FORMERLY:BCT TRADING & CONSTRUCTION),24EE0019,P00820978LZ,,,,,,,,,,,,,
Region IV-B,Palawan,Construction of Flood Mitigation Structure,2024,53075000,53072829.34,11/15/2024,2/14/2024,SYNDTITE CONSTRUCTION CORPORATION (FORMERLY: R.C. TAGALA CONSTRUCTION),24EF0012,P00820392LZ,,,,,,,,,,,,,
Region IV-B,Palawan,Construction of Flood Mitigation Structure,2024,49000000,48997260,10/11/2024,2/14/2024,ST. TIMOTHY CONSTRUCTION CORPORATION,24EF0047,P00820985LZ,,,,,,,,,,,,,
Region IV-B,Palawan,Construction of Flood Mitigation Structure,2024,29400000,29396659.04,10/3/2024,3/15/2024,L&M RODRIGUEZ CONSTRUCTION AND TRADING INC. (FORMERLY: M.M. RODRIGUEZ TRADING AND CONSTRUCTION),24EF0059,P00820987LZ,,,,,,,,,,,,,
Region IV-B,Palawan,Construction of Flood Mitigation Structure,2024,96499945.21,96499967.12,8/27/2024,2/14/2024,JASMIG CONSTRUCTION CORPORATION (FORMERLY: JASMIG CONSTRUCTION SUPPLY),24EE0055,P00820412LZ,,,,,,,,,,,,,
Region IV-B,Palawan,Construction of Flood Mitigation Structure,2024,96499980.15,96499998.63,9/20/2024,2/14/2024,JASMIG CONSTRUCTION CORPORATION (FORMERLY: JASMIG CONSTRUCTION SUPPLY),24EE0054,P00820414LZ,,,,,,,,,,,,,
Region IV-B,Palawan,Construction of Drainage Structure,2024,19599983.05,19598517.1,10/28/2024,2/14/2024,REINASTAR TRADING AND CONSTRUCTION SUPPLY,24EE0101,P00820972LZ,,,,,,,,,,,,,
Region IV-B,Palawan,Construction of Flood Mitigation Structure,2024,44099956.7,44097536.12,10/15/2024,2/14/2024,YURICH BUILDERS AND CONSTRUCTION SUPPLY INC. / SEVEN DIGIT CONSTRUCTION AND TRUCKING SERVICES CORP. (FORMERLY: SEVEN DIGIT CONSTRUCTION & SUPPLIES),24EE0017,P00820975LZ,,,,,,,,,,,,,
